# bintime,binflux,binflux_err
7.581840930786985788e-02,9.999206527586905757e-01,9.932848233038121008e-05
7.671275136540460504e-02,9.997803568840026855e-01,1.107056861461190665e-04
7.764105288027303708e-02,9.997777851188883735e-01,8.599796746081280678e-05
7.861364694286249177e-02,9.999614520506425741e-01,9.777770569282386124e-05
7.953818706070324429e-02,9.998778470100895266e-01,1.007112652742944659e-04
8.045690731474824942e-02,9.997893975627037966e-01,1.233535515954969355e-04
8.140547589732917422e-02,9.999393727630376816e-01,9.530609283987013537e-05
8.236062901920104817e-02,9.998656581429874457e-01,9.458450836743069934e-05
8.334732597073159222e-02,1.000024430679552490e+00,8.033507482180455021e-05
8.428662964424825377e-02,9.997141053599696292e-01,9.425904940219680410e-05
8.520919601965590284e-02,9.999981034885753184e-01,1.254245831293429462e-04
8.616188488004736246e-02,9.997301492840051651e-01,1.026066407116646044e-04
8.710994149379719387e-02,1.000057702884078026e+00,1.011670155632305297e-04
8.803005309825807922e-02,9.998271726071834564e-01,9.504474677188959916e-05
8.896256584497516662e-02,1.000067001039331549e+00,8.618101557904392146e-05
8.993052666988397836e-02,9.999116135366035163e-01,1.040209689760883014e-04
9.085355274743542320e-02,9.997171221240874761e-01,8.250847095664357359e-05
9.175346069274403771e-02,9.998091310262680054e-01,1.038459749976409249e-04
9.270830915037038544e-02,9.998696518666816413e-01,9.152696158188462425e-05
9.366275324331101160e-02,1.000007994472980499e+00,1.105553254157032284e-04
9.459026778741486119e-02,9.997900128364562988e-01,1.015779625300724441e-04
9.554426621758636828e-02,9.999020298322042200e-01,1.239349756901678699e-04
9.650056998807723940e-02,9.998488191402319369e-01,1.039529240419050283e-04
9.745511650742473553e-02,9.998823692721705569e-01,1.031535746060314096e-04
9.838544674044741312e-02,9.998036142318479369e-01,1.031267087133316341e-04
9.934599807928602699e-02,9.998491648584604263e-01,1.045782596551999297e-04
1.002633658605675687e-01,9.998756627241770500e-01,9.654800680440626590e-05
1.012139320058800390e-01,9.999261849066790608e-01,9.360055335991318743e-05
1.021556480290936320e-01,9.997690836588541963e-01,8.426175540055743935e-05
1.030720109475303237e-01,9.997629584937259839e-01,1.174178389040157435e-04
1.040169017425689318e-01,9.999355656760079425e-01,1.069241223912389841e-04
1.049932380489422695e-01,9.999671690165996552e-01,1.268581328514557587e-04
1.059112353107509036e-01,9.998995502789814749e-01,1.107445601197912694e-04
1.068206449131117453e-01,9.998451362956654043e-01,9.669831817183341816e-05
1.077803630938019425e-01,1.000008832324635000e+00,7.579156395287305471e-05
1.087251912498390233e-01,9.998939787187883788e-01,1.076938427430471681e-04
1.096553026825717730e-01,9.998841628883824439e-01,8.259929884723073450e-05
1.106165090338720319e-01,1.000102940833929921e+00,8.340141717868852279e-05
1.115688617977171893e-01,1.000037843530828363e+00,8.762633841978106734e-05
1.125312049366322398e-01,1.000037065323661434e+00,9.154035189311005005e-05
1.134669546212904445e-01,9.999669420308080481e-01,1.070241331407860723e-04
1.143759284969623480e-01,9.999421690449570299e-01,1.060540576281699613e-04
1.153175486079816431e-01,1.000088078901171684e+00,1.206643382711879251e-04
1.162904077527913971e-01,9.999448259671529504e-01,8.809212359333097315e-05
1.172118429493464731e-01,9.998863358651438604e-01,8.337433898515622091e-05
1.181395244842110975e-01,9.998843427747488022e-01,1.008753118111118009e-04
1.190943209487438925e-01,1.000113623216748238e+00,1.004609807511253695e-04
1.200353011575079343e-01,9.996818639338016510e-01,1.120991875816143975e-04
1.209765525122099145e-01,9.998961052586955445e-01,9.457435171121270458e-05
1.219294184729094038e-01,1.000045989790270484e+00,9.209658198644812257e-05
1.228680362768138773e-01,9.998880848288536072e-01,1.035776369585401398e-04
1.237846395154567486e-01,9.998831768189707647e-01,9.805401825195523831e-05
1.247679929874348642e-01,9.999706564527569563e-01,1.022640117777190135e-04
1.257081214405239844e-01,1.000145998494378352e+00,9.035762722752637604e-05
1.266218393278355503e-01,1.000038406541270630e+00,1.121548213635036842e-04
1.275906264737590445e-01,1.000081990704391854e+00,1.043714224388837402e-04
1.285497958604960578e-01,9.999870538711548296e-01,1.137923542482797556e-04
1.294470218709270759e-01,9.999653716882069832e-01,1.051510439617529222e-04
1.303829581525663417e-01,9.998542219400405884e-01,9.111863214647198609e-05
1.313485306365570759e-01,9.999040961265563965e-01,1.079319069980368503e-04
1.322563619520019107e-01,9.999113559722900835e-01,9.366663934058380508e-05
1.331856846540699357e-01,9.999388293786481974e-01,9.242099094916194680e-05
1.341562110022251064e-01,1.000117454677820206e+00,9.658192196888349713e-05
1.350823738140659869e-01,9.999456590619580920e-01,9.527170046810413680e-05
1.359921900339105538e-01,1.000092773726492190e+00,9.032931209916504275e-05
1.369480504733246173e-01,1.000108982286145531e+00,9.096890992537190782e-05
1.379071741677637131e-01,1.000013913959264755e+00,9.950815712657485007e-05
1.388646841313246894e-01,1.000000366393257512e+00,8.903445390817191500e-05
1.398203866378027460e-01,1.000183680365162475e+00,1.116904950652272666e-04
1.407504480712420125e-01,9.999985992908477783e-01,1.002390346549285040e-04
1.417029203976162277e-01,1.000138284582080317e+00,1.072227355362083135e-04
1.426514238819283076e-01,9.999591515910241091e-01,8.597786839650468243e-05
1.435682805182887933e-01,1.000137807801365852e+00,1.048971699562966579e-04
1.445182313859638690e-01,1.000029285748799568e+00,9.484308587012657446e-05
1.454861746991860938e-01,1.000138472427021474e+00,1.000800551023683102e-04
1.463936802721610697e-01,1.000152077277501439e+00,1.158405336120381845e-04
1.472960146002195991e-01,1.000115062251235587e+00,9.186663705729862810e-05
1.482735037960438984e-01,9.999228119850158691e-01,8.908659060068716473e-05
1.492158421734097185e-01,1.000233986160971922e+00,1.185473619595957750e-04
1.501459489761221289e-01,9.999889396131038666e-01,9.611606367223617044e-05
1.510861245521098184e-01,1.000229354827634642e+00,1.216938657659391392e-04
1.520221099248843244e-01,1.000113830421910155e+00,1.020788604142302143e-04
1.529819832683434189e-01,1.000118916525560175e+00,9.408969858284331944e-05
1.539584712035591552e-01,9.999647486594415158e-01,1.065039914163046632e-04
1.549235310607741389e-01,1.000275073512908008e+00,1.112618309644203512e-04
1.558113695137318677e-01,1.000243471728430755e+00,1.096537569934742407e-04
1.567660566599834160e-01,1.000143573564641564e+00,8.880349436105931479e-05
1.577220553190878116e-01,1.000145536044548367e+00,1.347757702771869065e-04
1.586120714992252934e-01,1.000240189413870606e+00,1.292899682768126402e-04
1.595725453628044910e-01,1.000136881215231810e+00,9.710185730966784093e-05
1.605582280499578407e-01,1.000242610772450691e+00,9.083362612613104766e-05
1.614506267656364569e-01,9.999276173525842859e-01,1.122796342266403494e-04
1.623634136158855490e-01,1.000181626189838857e+00,9.921847111138533350e-05
1.633229378488222916e-01,1.000170029699802399e+00,1.145981714815044684e-04
1.642757358406688184e-01,1.000329703092575073e+00,1.153929323326390255e-04
1.652131197991120459e-01,1.000198787078261375e+00,9.810271254095698657e-05
1.661417822320267745e-01,1.000389031825527075e+00,1.175671592625920139e-04
1.670971043307878934e-01,1.000138391767229296e+00,9.414454336056575468e-05
1.680918484942447721e-01,1.000112475770892573e+00,1.059292504453362581e-04
1.690256648442305387e-01,1.000153813759485866e+00,1.094063571075542369e-04
1.699316068365809562e-01,1.000197058374231451e+00,8.880733194677306640e-05
1.708788836182278947e-01,1.000165202400901121e+00,9.639326577308130102e-05
1.718460504199332273e-01,1.000114892468307870e+00,9.271933183879628698e-05
1.727675518359814422e-01,1.000189373570103735e+00,1.054770918154989903e-04
1.736812404034814572e-01,1.000072084367275238e+00,8.245477523973950300e-05
1.746528884653753555e-01,1.000175676562569338e+00,1.112027750471324133e-04
1.755906799240418703e-01,1.000162648037075996e+00,1.274574130203494848e-04
1.765054648478998622e-01,1.000150663778185844e+00,8.585019537534685486e-05
1.774522248957257631e-01,1.000101409355799387e+00,1.129330674718655490e-04
1.783825615839781942e-01,1.000424522342103995e+00,1.215955694249476547e-04
1.793217368046149396e-01,1.000103860132155909e+00,1.100072694813008324e-04
1.802811736896934858e-01,1.000204864670248606e+00,1.012783857783095947e-04
1.812537878820041914e-01,1.000263126567006111e+00,9.316377966792848775e-05
1.821709600817238706e-01,1.000227339806095239e+00,1.251736937545370695e-04
1.831299891424089388e-01,1.000100477175279057e+00,1.074831374509615834e-04
1.840804961315863908e-01,1.000266006498625737e+00,1.144916071263276042e-04
1.850010157009975287e-01,1.000122295271965722e+00,1.035836767973915548e-04
1.859480037484387005e-01,1.000234987805871389e+00,7.003813247108847011e-05
1.869041961091958692e-01,1.000183215364813805e+00,1.233333110394769366e-04
1.877932489528752469e-01,1.000295062859853035e+00,1.225617556086360796e-04
1.887330187837110707e-01,1.000282639966291631e+00,1.150579447330398922e-04
1.897249415762609637e-01,1.000297315192945069e+00,8.577534807021994256e-05
1.906336672926869924e-01,1.000212889909744218e+00,1.097101372712435579e-04
1.915489558479709364e-01,1.000146800821477777e+00,7.432119256682568047e-05
1.925167285096471004e-01,1.000239573419094086e+00,1.059461033820051915e-04
1.934569664042568859e-01,1.000180479139089584e+00,1.287496883448975712e-04
1.944061723830121102e-01,1.000474978577006846e+00,7.616777666289308751e-05
1.953675307456130827e-01,1.000438751596393061e+00,1.067939722058245587e-04
1.962940508538141005e-01,1.000199119890889721e+00,9.909349682067407296e-05
1.972535197198398149e-01,1.000158955069149203e+00,8.759483814779396875e-05
1.981966650177973133e-01,1.000294469553848709e+00,1.100015365988470816e-04
1.991094985723629585e-01,1.000296242309339112e+00,9.466265227570252213e-05
2.000738936532126255e-01,1.000060950264786142e+00,9.143985873884797840e-05
2.010345045025528632e-01,1.000467900435129787e+00,1.180614415969950890e-04
2.019342976390299249e-01,1.000402242906631933e+00,1.021916666173334343e-04
2.028516767122479081e-01,1.000084241231282478e+00,8.182440499312450732e-05
2.038196013143528940e-01,1.000225832968047124e+00,9.265569645195121751e-05
2.047714974134063060e-01,1.000451947703506095e+00,8.035858990855161861e-05
2.057016268324407815e-01,1.000407457351684570e+00,1.161255320154219956e-04
2.066406011137858767e-01,1.000281931832432747e+00,8.562121105351092987e-05
2.075646839886470529e-01,1.000226332295325538e+00,1.088151483536569628e-04
2.085233372026570609e-01,1.000201113296277589e+00,9.721527050620474002e-05
2.094905125433259852e-01,1.000177312980998545e+00,1.036837176008015109e-04
2.104579988414767011e-01,1.000293108549985099e+00,9.221499270571807878e-05
2.113629677320831013e-01,1.000370175674043960e+00,8.566563454876268346e-05
2.123229484034167558e-01,1.000111721243177154e+00,1.199121553143196327e-04
2.132789236463314420e-01,1.000325333687567042e+00,1.058525290496113187e-04
2.141815430319481128e-01,1.000358903408050448e+00,1.210296502481253872e-04
2.151281856834972583e-01,1.000211480685642806e+00,7.951202552068735007e-05
2.161004545087172324e-01,1.000315623357892036e+00,1.092026343935598219e-04
2.169908656817687020e-01,1.000040966272354170e+00,8.662668594827645848e-05
2.179275026126848147e-01,1.000374398448250490e+00,1.136548548124935822e-04
2.188916541430195872e-01,1.000429278070276373e+00,9.570560040858875185e-05
2.198313748142699531e-01,1.000294491648674011e+00,1.100372256384425857e-04
2.207533531009013283e-01,1.000291599381354590e+00,1.144774587353252068e-04
2.216911945306181131e-01,1.000235701760938012e+00,1.015782478094426393e-04
2.226329556160580869e-01,1.000340028242631352e+00,7.327871947295591540e-05
2.236288089728513950e-01,1.000168216579100600e+00,8.296810344726364970e-05
2.245723050019028944e-01,1.000226592195445185e+00,1.146283075388948233e-04
2.254872816907954047e-01,1.000188534910028570e+00,1.196437094234242544e-04
2.264344936749686787e-01,1.000317026268352061e+00,9.735851123359072425e-05
2.273880005371366475e-01,1.000477667897939682e+00,1.052482043712739249e-04
2.283055953682646688e-01,1.000376957078133788e+00,1.118918340082177964e-04
2.292406150816466703e-01,1.000369742061152589e+00,1.018666032469192720e-04
2.302135446553227327e-01,1.000385658815503120e+00,1.020932526543458089e-04
2.311304913115961313e-01,1.000326645374298051e+00,7.490840630270858148e-05
2.320315903710800376e-01,1.000215342268347740e+00,8.978470492162826449e-05
2.329998236044800719e-01,1.000386895611882210e+00,1.352561982117665468e-04
2.339382150459953236e-01,1.000343230637636971e+00,1.155643969804660034e-04
2.348515598757717204e-01,1.000408321619033813e+00,9.093630847440973739e-05
2.358223844285722015e-01,1.000253254717046625e+00,1.175772663225332161e-04
2.367485264550411028e-01,1.000375701983769794e+00,1.186472833427237725e-04
2.376923282659685610e-01,1.000342481064073974e+00,1.119125011617931717e-04
2.386856636720716129e-01,1.000383631749586666e+00,9.882175516248225091e-05
2.396406498647191130e-01,1.000469479709863663e+00,1.147627747978761633e-04
2.405152872584684909e-01,1.000225190605436021e+00,9.985341423349981761e-05
2.414896565316775323e-01,1.000143941811152848e+00,8.662282880460935974e-05
2.424515230946545641e-01,1.000227169195810895e+00,9.713379013202581348e-05
2.433236586562370074e-01,1.000377571582794278e+00,1.042131193570919995e-04
2.442948954083109525e-01,1.000285584586007248e+00,1.149803578239232290e-04
2.452878636700318027e-01,1.000481091439723969e+00,1.298887825988607840e-04
2.461636200110228212e-01,1.000427501542227704e+00,1.442485414576233176e-04
2.470858867761220046e-01,1.000180149779600347e+00,1.235533008952194539e-04
2.480656477578434549e-01,1.000254288315773010e+00,9.562535273229943057e-05
2.489911123741659349e-01,1.000351750081585278e+00,8.452337406227219540e-05
2.499384653858084671e-01,1.000259144231677055e+00,1.122768474738544193e-04
2.508858727100677366e-01,1.000459017356236879e+00,7.561951543329945783e-05
2.518281221091706601e-01,1.000294918363744623e+00,8.274047919483104325e-05
2.528091318288934741e-01,1.000363292062983689e+00,1.209942036015667727e-04
2.537608005991798810e-01,1.000227609585071509e+00,1.081496429404613254e-04
2.546503965893023858e-01,1.000290393829345703e+00,1.428994998856039547e-04
2.556011876858305665e-01,1.000270467815977060e+00,1.126395030447509049e-04
2.565683988523566605e-01,1.000269875381932128e+00,8.424077423299148638e-05
2.574900013433053525e-01,1.000331857512074096e+00,9.279174888492916669e-05
2.584073355928690474e-01,1.000299787882602542e+00,1.046870109372767418e-04
2.593752421470714720e-01,1.000398973623911614e+00,1.310289877883139735e-04
2.603460433264415674e-01,1.000439676546281298e+00,1.013300823828320495e-04
2.612481021641549495e-01,1.000143437616286768e+00,1.124808694199574624e-04
2.621915260414691695e-01,1.000352294214310156e+00,1.299936774275724119e-04
2.631541512093396595e-01,1.000385034468866063e+00,1.018124336180024328e-04
2.640714533705053046e-01,1.000320106744766235e+00,8.388652162301508898e-05
2.650436903039121161e-01,1.000244846267084986e+00,1.048976770747095941e-04
2.659681028086378629e-01,1.000323234065886524e+00,9.291450232465066437e-05
2.668932296485136413e-01,1.000287157873953614e+00,9.918521110868247601e-05
2.678855272013656030e-01,1.000201276120017635e+00,1.188065486063406270e-04
2.688462056010904599e-01,1.000368680556615208e+00,9.259397863228576288e-05
2.697183253457112184e-01,1.000366876522700066e+00,1.210606054306273132e-04
2.706799377640310977e-01,1.000194094397804934e+00,1.013561179901555927e-04
2.716325551949377304e-01,1.000172388553619340e+00,1.009409232372159720e-04
2.725469552953425079e-01,1.000327212469918292e+00,9.877979536840031632e-05
2.734732048299194362e-01,1.000433139503002167e+00,1.102979353373992257e-04
2.744537720145062698e-01,1.000505778097337206e+00,8.816546896672804775e-05
2.753760055813068708e-01,1.000256766533029529e+00,1.101606843056328317e-04
2.762949462185637084e-01,1.000233933329582214e+00,9.223679767894147068e-05
2.772662105386018983e-01,1.000313440958658928e+00,1.208946973543270734e-04
2.781797987686286389e-01,1.000345788218758303e+00,1.026321262284746834e-04
2.791286071038832084e-01,1.000173261671355229e+00,1.032435913202030221e-04
2.800912629186625979e-01,1.000167692080140114e+00,1.005001523619837914e-04
2.810285205896549954e-01,1.000428549945354462e+00,7.657098475585188892e-05
2.819808983881106901e-01,1.000246194275942635e+00,7.001804490401638387e-05
2.829295077851024520e-01,1.000531825327104052e+00,8.644245834266251296e-05
2.838586023588071106e-01,1.000346761196851730e+00,8.130376816582643006e-05
2.847918313528287615e-01,1.000176675617694855e+00,1.042998820260527122e-04
2.857504034592635578e-01,1.000338923186063766e+00,8.754746160200280387e-05
2.866567444725567348e-01,1.000277094302638892e+00,8.913523702399075933e-05
2.875740552151018203e-01,1.000116155003056395e+00,1.206567205380616482e-04
2.885300220154057294e-01,1.000273713842034340e+00,7.725568043532186143e-05
2.894938648956096872e-01,1.000415278203559577e+00,7.498798265039900387e-05
2.904240294689846014e-01,1.000188170000910759e+00,7.770993964973048590e-05
2.913537707949664379e-01,1.000447192499714477e+00,1.203228087403331162e-04
2.923001373178081841e-01,1.000460796283953124e+00,9.414454718438837444e-05
2.932521789517129607e-01,1.000340368598699570e+00,8.940420318536620992e-05
2.942203457837172520e-01,1.000372581409685546e+00,1.026419216102924712e-04
2.951918031967301070e-01,1.000309371587001950e+00,1.014765494569979960e-04
2.961067604373704976e-01,1.000361736478476704e+00,9.521138914997917503e-05
2.970476097653125813e-01,1.000159110083724601e+00,9.177243891517917345e-05
2.979886610559175919e-01,1.000365048646926880e+00,1.172891380000496011e-04
2.988999890333222109e-01,1.000461715459823653e+00,9.255230223534405591e-05
2.998466215431416781e-01,1.000343073816860384e+00,8.631835166645933572e-05
3.008362225361506104e-01,1.000460247198740715e+00,1.011626792451836228e-04
3.017414249777708446e-01,1.000116275889533002e+00,9.829541024768013991e-05
3.026379350472018781e-01,1.000129432389230466e+00,1.009325127751943915e-04
3.036140043393115717e-01,1.000389214717980479e+00,1.027008033313631303e-04
3.045515546390564765e-01,1.000194189945856627e+00,1.014750362683365735e-04
3.054875618061446696e-01,1.000161848962306976e+00,1.009423737781759285e-04
3.064044036259339632e-01,1.000283136963844299e+00,1.008361124155190134e-04
3.073826354410253980e-01,1.000145031139254570e+00,1.251734881252967091e-04
3.083605078164401991e-01,1.000135181411620167e+00,1.128561527902090651e-04
3.093068718651056370e-01,1.000385995568900288e+00,1.185184566038170723e-04
3.102202821183612236e-01,1.000115809902068165e+00,1.077661110018631352e-04
3.111388944254439570e-01,1.000294879559547656e+00,1.016158760291666969e-04
3.121240327707106577e-01,1.000270413629936517e+00,1.198235113763034118e-04
3.130610536706721625e-01,1.000400002660422505e+00,1.102518721135735765e-04
3.139469275920735436e-01,1.000199369845851782e+00,9.923278034344505487e-05
3.149308795226078428e-01,1.000146511829260731e+00,1.151241105263795433e-04
3.158866144152068234e-01,1.000291272004445453e+00,6.810077417874258571e-05
3.167696870654764796e-01,1.000211171309153269e+00,9.630776319597386442e-05
3.177280025077178771e-01,1.000349873496640063e+00,1.062890126420099551e-04
3.186701146522283312e-01,1.000170981884002774e+00,9.312250090886594743e-05
3.195789736995594543e-01,1.000335637728373195e+00,9.435678211396060727e-05
3.205297582746696738e-01,1.000211339443922043e+00,1.079273083467967162e-04
3.215163088560885618e-01,1.000239103129415774e+00,1.011508392041153711e-04
3.224492449437949548e-01,1.000257553656896059e+00,8.651895200321065287e-05
3.233956885330446784e-01,1.000105742365121841e+00,1.217451905502283272e-04
3.243709839077671409e-01,1.000341144300276319e+00,9.510898479728707819e-05
3.252732717554935871e-01,1.000480896234512418e+00,1.107317658613608553e-04
3.262447895890321359e-01,1.000100672245025635e+00,7.823581364363683943e-05
3.271932103920242030e-01,1.000328958034515381e+00,1.031651242472263912e-04
3.280873580308986126e-01,1.000262248900628759e+00,9.995860451087802169e-05
3.290305080948541239e-01,1.000291210763594618e+00,8.837236372043377655e-05
3.300029315328394386e-01,1.000086795200001211e+00,8.092737339263378100e-05
3.309246558693787477e-01,1.000004998568830850e+00,1.060446692408197609e-04
3.318334255902237184e-01,1.000092058470754885e+00,1.071995686429320189e-04
3.327946657534561203e-01,1.000222232192754745e+00,1.137748697609752629e-04
3.337469612257528140e-01,1.000122658908367157e+00,1.011454380768040751e-04
3.346842977200267244e-01,1.000222767844344718e+00,8.123469743617913689e-05
3.356456802405708983e-01,1.000185719042113286e+00,1.192729181007821454e-04
3.365841869354087024e-01,1.000199241563677788e+00,9.384532746498795350e-05
3.375314341488137582e-01,9.999704062938690186e-01,1.011628796054097002e-04
3.384758017083367432e-01,1.000365571180979352e+00,9.708672992137446693e-05
3.394048931535844082e-01,1.000170897353779287e+00,9.733693392348011361e-05
3.403580685423231444e-01,1.000195151194930077e+00,9.042889115479434906e-05
3.412977339491615192e-01,1.000231214364369681e+00,9.001049426328312070e-05
3.422222381557761817e-01,1.000109817584355687e+00,7.322428067133045834e-05
3.431303145287792900e-01,1.000042898039664063e+00,8.962826895280545084e-05
3.440905722605551720e-01,1.000297226011753082e+00,9.686758857150955639e-05
3.450605478568077866e-01,1.000181181356310844e+00,9.361242346926800417e-05
3.459851389187012516e-01,1.000254843632380153e+00,9.495989409177484303e-05
3.469208573952825003e-01,1.000215672213455642e+00,9.593907403707179274e-05
3.478677135066823300e-01,1.000215565785765648e+00,9.751793073804102235e-05
3.487932515350182783e-01,1.000113246769740671e+00,1.103380693645719879e-04
3.497653611839772192e-01,1.000268664211034775e+00,9.937230832533731754e-05
3.507570317320440889e-01,1.000350082293152809e+00,9.233240865162650431e-05
3.516669698802725175e-01,1.000128186174801481e+00,1.230635352712042567e-04
3.525862721782784814e-01,1.000150398774580562e+00,9.828222209949416966e-05
3.535570504354082488e-01,1.000154877862622582e+00,1.038872059016637508e-04
3.544605805991105640e-01,1.000309191901108230e+00,1.256799685394049146e-04
3.554010857783707622e-01,1.000281751155853271e+00,9.604211525791487907e-05
3.563735486785695739e-01,1.000076799623427881e+00,8.362777344947469138e-05
3.572714659144198279e-01,1.000179973141900325e+00,9.082083088016226758e-05
3.581937575929407536e-01,1.000107807497824464e+00,1.079324889956357545e-04
3.591653526479282599e-01,1.000029960647225380e+00,1.221183485162529109e-04
3.601093481468287116e-01,1.000056400895118713e+00,7.981345769885699450e-05
3.610406269003194613e-01,1.000020246351918773e+00,9.286955989221361404e-05
3.619573897296752829e-01,1.000299642162938207e+00,1.238110235123601472e-04
3.629021752536168988e-01,9.999289657130385756e-01,1.013262037812654880e-04
3.639038291507905587e-01,1.000250187941959856e+00,9.218454351029376143e-05
3.648594616957963610e-01,1.000128478839479751e+00,1.046290709498252155e-04
3.657509103768576963e-01,1.000247392803430557e+00,7.961012089528873956e-05
3.667116731408672226e-01,1.000224713123206044e+00,9.064237646055866681e-05
3.676668789190009057e-01,1.000120384077872071e+00,1.022801248413546374e-04
3.685629134053853839e-01,9.999838948249817339e-01,9.378410882673547373e-05
3.695186436598900670e-01,1.000224210999228758e+00,9.914248138194678970e-05
3.704849884358945022e-01,1.000326919940210058e+00,1.189680572070987214e-04
3.713964101027613096e-01,9.999930719534556589e-01,9.851250719979841785e-05
3.723096998659095602e-01,9.999667089432477951e-01,9.450315558994647105e-05
3.732639299699413438e-01,1.000198824331164360e+00,1.136803270677639406e-04
3.742162245462369308e-01,9.998507987369190664e-01,9.507430320295180497e-05
3.751464247277074282e-01,1.000097084790468216e+00,1.271395797911651553e-04
3.761004808663651056e-01,1.000260423530231924e+00,8.571860380048085444e-05
3.770362720610965779e-01,1.000218288972973824e+00,1.279271644165500194e-04
3.779825278701756663e-01,1.000127382138196186e+00,1.040178445598751231e-04
3.789637266669174109e-01,1.000291110891284418e+00,8.881545812417602831e-05
3.799141659517659697e-01,9.999917366287924825e-01,8.647380137231266257e-05
3.808194692459316300e-01,1.000244802236557096e+00,9.934280780830033908e-05
3.817550185614632663e-01,1.000085818416932115e+00,9.400874771958160246e-05
3.827237868801669496e-01,1.000059993036331640e+00,1.244354760956807257e-04
3.836125193932812261e-01,1.000209921790707446e+00,9.361921211773137862e-05
3.845728674407600245e-01,1.000168803759983627e+00,6.240710366059574641e-05
3.855585651407525960e-01,1.000157096169211668e+00,1.060341651756394098e-04
3.864510885057345635e-01,1.000080842396308567e+00,9.818990141458508306e-05
3.873639629265217543e-01,1.000345857704386887e+00,9.213823608004790341e-05
3.883502786063693923e-01,1.000141758471727371e+00,9.844702663529463838e-05
3.892760528308589207e-01,1.000267229974269867e+00,8.961913263277933588e-05
3.902115453698044023e-01,1.000112313212770498e+00,1.174910824551728204e-04
