# bintime,binflux,binflux_err
3.911422001885684341e-01,1.000161140195785059e+00,1.118891805004962353e-04
3.920978259195187499e-01,9.998954279082161722e-01,8.910228407360883541e-05
3.930870381635785393e-01,9.999662672772127170e-01,1.038649541394743865e-04
3.940263001148807120e-01,1.000133641560872366e+00,6.956801115322776426e-05
3.949376302037463371e-01,1.000155543908476830e+00,1.047998364463931166e-04
3.958790844960407007e-01,1.000131094094478756e+00,8.133912937147548886e-05
3.968351605575701768e-01,1.000133175402879715e+00,8.531250241866254009e-05
3.977681383168450435e-01,9.998499558817955934e-01,1.186594286813362411e-04
3.986853600366047634e-01,9.999666719725637254e-01,9.478224157688272642e-05
3.996532199259018592e-01,1.000011547045274174e+00,1.097176470895637696e-04
4.006099363212693998e-01,1.000114714726805687e+00,8.092132823136174763e-05
4.015248051083319392e-01,9.999775648117065208e-01,1.132258980253030332e-04
4.024591652200957270e-01,1.000113260361456202e+00,1.054970664281890228e-04
4.033829367320000414e-01,1.000097944880976808e+00,1.078707355955577010e-04
4.043431784679376584e-01,1.000041283228818134e+00,8.309755305357385152e-05
4.053030808485824643e-01,1.000120689792017847e+00,6.323143328986913106e-05
4.062462327834401865e-01,9.997795513181975124e-01,7.791265371062981249e-05
4.071639573456692363e-01,1.000204713113846289e+00,9.459384640169792274e-05
4.081565421168025232e-01,9.998433538845606927e-01,9.721462739091684172e-05
4.091127382471144158e-01,1.000088466751960059e+00,9.533507212878622808e-05
4.100023834579449855e-01,1.000170896450678582e+00,1.036793449653083477e-04
4.109482876895174108e-01,1.000090984737171951e+00,8.058005832395321536e-05
4.119046068137201533e-01,1.000040950253605843e+00,9.161803416070885095e-05
4.128097243500868929e-01,9.999425180496708254e-01,8.429670951054734046e-05
4.137493059803751816e-01,1.000005539619561290e+00,8.843141877185514547e-05
4.147252714986940370e-01,1.000114868987690420e+00,9.822411370074731732e-05
4.156628844009042090e-01,1.000044473012288382e+00,1.125763051997757448e-04
4.165718308300745409e-01,9.999947475664543450e-01,9.470637354435997870e-05
4.175169740208296565e-01,1.000031432136893272e+00,1.013300398017851796e-04
4.184578277984224437e-01,1.000077066999493169e+00,9.798317876716254517e-05
4.194067195152693661e-01,1.000035683314005608e+00,7.577846418841144174e-05
4.203541158986010551e-01,1.000063298270106316e+00,8.785864998546592038e-05
4.213065716148892137e-01,9.999600909650325775e-01,1.212384258658888387e-04
4.222537290866329451e-01,9.999916010043200520e-01,1.028289967191988331e-04
4.232075697571323070e-01,9.999870292602046629e-01,1.021466478798352103e-04
4.241272661672794708e-01,1.000065733085979014e+00,1.090533338199825759e-04
4.250643952686044003e-01,1.000138234347105026e+00,8.900091654085934344e-05
4.260345525024039071e-01,1.000211899930780524e+00,8.481024567431987287e-05
4.269348769997822757e-01,1.000011799796935108e+00,9.416327656753344143e-05
4.278453044891412649e-01,9.998066127300262451e-01,9.612367155175596410e-05
4.288255377345071562e-01,9.999112294000738199e-01,8.974717841309658606e-05
4.297583612219880722e-01,9.998808782547712326e-01,1.095772854431422924e-04
4.307043357500805469e-01,9.998043198138475418e-01,9.251621531802165204e-05
4.316455835241347350e-01,9.996145638552579316e-01,8.946895319177598912e-05
4.325781443627448319e-01,9.997497489958098171e-01,8.831638085932858484e-05
4.335135425723340430e-01,9.996995838249430610e-01,1.063349370941069853e-04
4.345063483319863695e-01,9.996865306581769195e-01,1.102567749282369185e-04
4.354664803201633294e-01,9.996744375675916672e-01,9.808350616288329744e-05
4.363615761293498374e-01,9.994766423779148923e-01,8.956920711442570326e-05
4.373252960947037193e-01,9.997123428753443841e-01,9.425390564809553256e-05
4.382794731296547619e-01,9.996287342040769408e-01,9.128909768723414235e-05
4.391545756676546453e-01,9.995453059673309326e-01,9.923881714704362110e-05
4.401384375361567791e-01,9.997347508158002105e-01,9.614867541018965174e-05
4.411131523695234757e-01,9.996607845479791310e-01,8.123254369496995663e-05
4.419913620922230613e-01,9.998123327891031975e-01,8.478820918418920535e-05
4.429190576567953452e-01,9.996050272669111392e-01,8.931806729136131334e-05
4.439036379557754208e-01,9.996659773237565050e-01,9.171273111281249483e-05
4.448316782711790318e-01,9.997569639235734940e-01,1.035143958802259246e-04
4.457645831202717845e-01,9.998116160140317898e-01,1.005392117375534963e-04
4.467093620472593618e-01,9.997456558048725128e-01,1.321338310825647907e-04
4.476393839092756566e-01,9.997271439608406141e-01,1.032960418714872294e-04
4.486125036160603097e-01,9.996786969048636617e-01,9.375514760663783583e-05
4.495904547934593820e-01,9.996991715123576538e-01,1.062130717894901047e-04
4.504933276801691422e-01,9.998148275959876097e-01,1.107910677751227030e-04
4.514205592048965432e-01,9.995144443078474161e-01,9.074002222340688678e-05
4.524084565289678284e-01,9.997192779008079455e-01,9.755802390855564002e-05
4.533238302894602723e-01,9.999614607903265506e-01,7.788323620811946979e-05
4.542342319341760581e-01,9.996003701406366293e-01,9.712395127655520672e-05
4.552144564004571015e-01,9.996090338510625894e-01,7.725128434825060287e-05
4.561468077022962642e-01,9.996968507766723633e-01,1.013141034905093338e-04
4.570555334164526640e-01,9.998183622956275940e-01,1.004126771778944750e-04
4.579946394029115742e-01,9.996854364871978760e-01,1.037109185857539517e-04
4.589385763088441594e-01,9.997063622330174537e-01,1.151154460923828256e-04
4.598596415687186134e-01,9.998013937112056881e-01,9.218315730535772646e-05
4.608314463605259759e-01,9.996387157589197159e-01,1.059218774101702669e-04
4.617656694912939397e-01,9.996008370071649551e-01,9.647729071261666343e-05
4.627213592686271193e-01,9.997022133885007378e-01,1.014480444404259978e-04
4.636898384086752256e-01,9.996170491883249465e-01,8.955703085162681890e-05
4.646252027819885444e-01,9.998221900314092636e-01,1.085288499489752166e-04
4.655435067703560525e-01,9.998873136937618256e-01,1.054029676248127321e-04
4.665075212230304080e-01,9.997868380125831678e-01,1.180902782126715854e-04
4.674640967522307178e-01,9.996629282832145691e-01,1.217654749071950688e-04
4.683653704024905440e-01,9.997778746389573978e-01,1.080475121734363704e-04
4.693121865228167544e-01,9.997668897404390354e-01,9.442905912070166110e-05
4.702846232891294553e-01,9.996227983272436557e-01,8.847688645790951622e-05
4.711898632359928230e-01,9.995787084102630837e-01,8.510324841016899614e-05
4.721028387171798402e-01,9.995310523293234883e-01,1.028980396260511143e-04
4.730727393967236183e-01,9.996279266572767330e-01,1.274362079337770532e-04
4.739895613283252040e-01,9.996434392467621333e-01,1.086967822066497709e-04
4.749661222462273069e-01,9.995876406178330065e-01,1.014721459564283469e-04
4.759275285296082347e-01,9.995709332552823456e-01,7.957000253729536448e-05
4.768622295641877784e-01,9.996919743716716766e-01,1.045219193553133924e-04
4.778145218620705736e-01,9.998382528622945520e-01,9.947803508910720981e-05
4.787699117784282588e-01,9.995691796143849617e-01,9.517140621553786517e-05
4.796893560346607854e-01,9.998682085424661636e-01,9.541728850785921611e-05
4.806336563064794176e-01,9.996691797718857408e-01,9.259946515610146124e-05
4.815990407131661710e-01,9.997705932586423705e-01,8.677187737017970901e-05
4.824905672749869590e-01,9.995238973248389280e-01,1.192825163118420225e-04
4.834144121180702358e-01,9.997272007167339325e-01,1.084814637552203222e-04
4.843822693111182187e-01,9.998027738183736801e-01,9.240039031995000908e-05
4.853275040103661730e-01,9.997726733034307811e-01,8.569767644869470972e-05
4.862615814339772413e-01,9.996965769678354263e-01,1.143833164464769518e-04
4.872006199183723796e-01,9.996973406523466110e-01,9.550268915356005940e-05
4.881188970357590029e-01,9.998382832854986191e-01,9.426420802541524363e-05
4.890820948782647615e-01,9.995986783143245846e-01,1.086565555658430566e-04
4.900638806872180120e-01,9.997047028120826795e-01,1.122127706659961502e-04
4.910141192018075973e-01,9.997779633849859238e-01,1.101633513044675809e-04
4.919261373681693139e-01,9.997346341609955056e-01,9.122404446533871158e-05
4.928823612097582574e-01,9.995704139981951286e-01,1.093530118240778714e-04
4.938241327416091342e-01,9.998838623364766365e-01,1.047720808875493906e-04
4.947042493656312323e-01,9.998388771087892701e-01,1.165220301829680973e-04
4.956962389091082444e-01,9.997202824143802680e-01,9.858713561396846993e-05
4.966722959624907396e-01,9.997696511207088133e-01,1.127356827698408522e-04
4.975426875115946390e-01,9.998773007557310022e-01,1.014051411177895685e-04
4.984788918402833224e-01,9.996195838731878336e-01,9.754475890685458141e-05
4.994634773626864255e-01,9.995772503316402435e-01,9.055954743227257961e-05
5.003721022715343913e-01,9.996794228042874542e-01,1.137934241152997777e-04
5.013118667217175695e-01,9.995562992990016937e-01,9.561139571531528233e-05
5.022561078571912141e-01,9.998575160580296384e-01,9.277020853025524591e-05
5.031786821526067488e-01,9.997270386666059494e-01,7.788651878561238901e-05
5.041741154945341696e-01,9.997458945621143789e-01,7.744083481019422936e-05
5.051417753667400978e-01,9.996905048688252693e-01,1.105144076550059357e-04
5.060296809884354818e-01,9.995934386407175909e-01,9.357983385568380828e-05
5.069670169228243095e-01,9.997205481384739967e-01,9.686562214658257168e-05
5.079478669977225413e-01,9.997567273676395416e-01,8.654206658027284254e-05
5.088668623672720770e-01,9.996828802170292239e-01,7.643886314124353988e-05
5.097887099103542985e-01,9.997711870819330215e-01,1.014809929233862498e-04
5.107681714438638831e-01,1.000065402551130855e+00,1.190277561773519469e-04
5.116918476111288472e-01,9.998956302801768059e-01,1.022775727266165630e-04
5.125800213158808738e-01,9.999041095856697758e-01,7.597121232065925857e-05
5.135459508199418099e-01,1.000100278493129879e+00,9.814903992941026748e-05
5.144990486185985201e-01,9.999560303986072540e-01,1.051336228652330215e-04
5.154245899460121461e-01,1.000157611710684735e+00,7.398617827881359297e-05
5.163810321428689010e-01,1.000059967860579491e+00,9.791128039024572165e-05
5.173054014567649572e-01,1.000117462873458818e+00,9.327217322571233619e-05
5.182427696569228415e-01,1.000080220839556500e+00,8.289611888929063828e-05
5.192454603327233409e-01,1.000042265111749762e+00,9.956182565556621932e-05
5.201764141708939970e-01,1.000054639577865556e+00,8.652898009242878719e-05
5.210770298439858506e-01,1.000109989067603733e+00,1.301364991254727664e-04
5.220490429416762002e-01,1.000075357300894696e+00,1.209075686136609843e-04
5.230167711211106685e-01,1.000227844715118497e+00,1.090501451905892956e-04
5.238747491324984296e-01,1.000049339400397308e+00,1.349752339478672511e-04
5.248542960941542379e-01,1.000236076968056720e+00,8.834922014168228538e-05
5.258523938407130283e-01,1.000116609036922455e+00,1.000498639206977606e-04
5.267251933773480221e-01,1.000068845493452985e+00,1.101802111376678340e-04
5.276421074997105221e-01,1.000220183170203114e+00,9.611481002165392709e-05
5.286268247795615771e-01,1.000032921632130867e+00,1.161183578726751673e-04
5.295517313795744530e-01,9.999884108702341567e-01,1.083997539255600199e-04
5.304990364005039982e-01,1.000048601999878883e+00,1.171491113442383263e-04
5.314414927476325268e-01,1.000071268657158230e+00,1.012755021549644830e-04
5.323754749468990743e-01,1.000119219808017546e+00,8.763804027624717114e-05
5.333559193657493314e-01,1.000136978698499268e+00,8.472087580652608568e-05
5.343084961122043230e-01,1.000085918108622129e+00,1.006564600552348405e-04
5.352112827087568414e-01,9.999798424541950226e-01,1.190275275510167168e-04
5.361481198400769310e-01,1.000037455931305885e+00,8.692101625598352835e-05
5.371279957160943752e-01,1.000028082818696040e+00,1.032213746956659942e-04
5.380494544116054545e-01,9.999834418296813521e-01,8.803549699065732091e-05
5.389429079534556744e-01,1.000087130454278661e+00,9.948585489843488061e-05
5.399348546316287134e-01,1.000186284383137947e+00,9.769940649395084597e-05
5.408935949461095571e-01,1.000161040213800145e+00,1.094640095057625178e-04
5.417810594653981182e-01,1.000172423905339780e+00,1.148879834430466159e-04
5.427266844297222725e-01,9.999764449894428253e-01,1.056165309406945264e-04
5.436657701828504496e-01,1.000165944918990135e+00,8.520857991381490038e-05
5.446069395196837526e-01,1.000114704332043969e+00,1.036535288518016440e-04
5.455797722442108366e-01,1.000254098446138551e+00,9.310016936947113867e-05
5.465038415133933736e-01,1.000128082160292031e+00,7.387256434470950025e-05
5.474364894237386814e-01,1.000318672508001328e+00,8.815790919395433915e-05
5.484379445468140490e-01,1.000204971858433378e+00,1.031506770664786205e-04
5.493907713103799439e-01,1.000084280967712402e+00,1.096214049064255538e-04
5.502599171839448466e-01,1.000023463080006225e+00,9.727785820293976757e-05
5.512254728138743509e-01,1.000044754057219487e+00,8.644985079973033508e-05
5.521976062870533886e-01,9.999622625689352784e-01,9.733431739651729909e-05
5.530830546649304624e-01,1.000091034173965499e+00,1.234221421676538278e-04
5.540287659490368277e-01,1.000186952677640129e+00,1.022932205191012074e-04
5.550093821237445102e-01,1.000194549560546875e+00,1.193226668098585573e-04
5.559360761678734386e-01,1.000126682478805984e+00,1.218536502032594251e-04
5.568536345144048383e-01,1.000032117872527104e+00,9.686620382255208830e-05
5.578089387437106250e-01,1.000230369965235289e+00,1.012431729185974430e-04
5.587343533732519463e-01,1.000167837366461754e+00,9.663844354382262027e-05
5.596884770850213409e-01,1.000239003788341074e+00,9.521088736758273889e-05
5.606543489853856865e-01,1.000073313713073730e+00,1.087984373774018583e-04
5.615853617100734496e-01,1.000078616603728321e+00,1.000242439582237156e-04
5.625226001264309605e-01,1.000061465032172858e+00,1.025380366386381546e-04
5.634902150537745014e-01,1.000239580869674683e+00,1.037587228941904766e-04
5.643969371579115046e-01,1.000157173602811644e+00,1.069868781783241086e-04
5.653443410550250681e-01,1.000106507912278175e+00,1.077161641053119506e-04
5.662990992171010873e-01,1.000172766946977099e+00,1.200600164253380175e-04
5.672162043695545552e-01,1.000117560227711921e+00,1.163673552258744239e-04
5.681221225234919237e-01,1.000109320506453514e+00,8.812633446074625155e-05
5.691015368598488777e-01,1.000271555149193858e+00,9.124754056280369582e-05
5.700547079066734524e-01,1.000064469873905182e+00,1.087652747593286851e-04
5.709730895716922383e-01,1.000128852910008970e+00,1.089516023714833220e-04
5.719229603891343716e-01,1.000144397839903831e+00,9.945302874948850561e-05
5.728466619154995998e-01,1.000233896317020532e+00,1.056890608829703069e-04
5.737833499447502206e-01,1.000058056730212641e+00,1.009187246386775253e-04
5.747862538287417111e-01,1.000223463072496211e+00,9.326318984320568141e-05
5.757553567015856189e-01,1.000167566537857100e+00,9.925697598100948361e-05
5.766329253592769044e-01,1.000139071544011493e+00,8.966618822427179945e-05
5.776046243894775722e-01,1.000261780193873795e+00,9.194657584316151522e-05
5.785575033580321325e-01,1.000306622735385176e+00,8.713690327153362028e-05
5.794266414614248628e-01,1.000223503958794335e+00,1.282966288476071991e-04
5.804098807616711042e-01,1.000076217310769122e+00,9.358913895231799616e-05
5.814073762695002312e-01,1.000420224666595415e+00,9.112942066816435266e-05
5.822603159039381193e-01,1.000198732529367751e+00,8.587240586899469723e-05
5.832012212507340365e-01,1.000233085716471848e+00,8.287791733506767505e-05
5.841763532255865865e-01,1.000166360409029176e+00,1.091455638829361662e-04
5.851120056995837704e-01,1.000114947557449341e+00,6.750225028133155362e-05
5.860546409879294760e-01,1.000256912782788277e+00,8.688305877625458968e-05
5.869925439807358591e-01,1.000120218311037368e+00,1.024655240857178461e-04
5.879298285989764672e-01,1.000217894092202187e+00,8.740824996909887388e-05
5.889242373782622719e-01,1.000049250741158691e+00,1.032408036312927043e-04
5.898589884627603031e-01,1.000011322753769916e+00,1.100227481958360680e-04
5.907520926870672984e-01,1.000130578394859082e+00,8.080963822287869883e-05
5.917127594682282110e-01,1.000210002545387500e+00,1.070058706234398334e-04
5.926873554982148296e-01,1.000161723843936201e+00,1.124960489781356087e-04
5.936051678832515721e-01,1.000017982721328691e+00,1.065327842803072314e-04
5.945210604351619521e-01,1.000319525118797070e+00,9.501946023992042666e-05
5.955034399531784484e-01,1.000311177968978837e+00,7.589430472476801752e-05
5.964172653745259955e-01,1.000215753432243115e+00,1.046756191664627533e-04
5.973294674979675589e-01,1.000102835316811767e+00,1.097627467093073800e-04
5.982706780679579728e-01,1.000303981765624073e+00,1.064481758592580586e-04
5.992120691811013700e-01,1.000191110372543379e+00,1.166970848861212281e-04
6.001537883380189120e-01,1.000204694271087602e+00,1.028351559221562904e-04
6.010947101701749062e-01,1.000061249360442162e+00,1.044936922645662994e-04
6.020185652333742699e-01,1.000111995140711363e+00,1.039215018552822219e-04
6.029716340130673036e-01,1.000300782568314562e+00,9.478452845823273241e-05
6.039677771707340215e-01,1.000159595951889413e+00,9.214906783726504948e-05
6.049101649854919938e-01,1.000088388100266457e+00,1.315773688435372193e-04
6.058285457934200480e-01,1.000306976959109306e+00,1.077348745959794422e-04
6.067853528190788603e-01,1.000192077720866379e+00,7.152738050503727675e-05
6.077490520872301794e-01,1.000222655013203621e+00,1.002372561491942450e-04
6.086460217025049246e-01,1.000265153249104921e+00,7.473118024563868628e-05
6.095994330567505726e-01,1.000170949733618642e+00,1.054746073130156324e-04
6.105660990509967911e-01,1.000351309776306152e+00,9.357356749148946270e-05
6.114754576334392455e-01,1.000291268030802483e+00,8.480861507445791028e-05
6.123907372046986097e-01,1.000165706500411034e+00,1.034617666016435244e-04
6.133438818145839910e-01,1.000358352437615395e+00,1.112294709768641050e-04
6.142833761106364365e-01,1.000204671174287796e+00,1.226363400173529196e-04
6.152274338169182455e-01,1.000105826184153557e+00,7.628972513965454104e-05
6.161824432983166178e-01,1.000313997268676758e+00,8.185183827389432259e-05
6.171324967349428592e-01,1.000284343054800296e+00,9.953082418633478500e-05
6.180925952416189695e-01,1.000261895358562469e+00,1.035062708700703325e-04
6.190362549893593247e-01,1.000351621258643409e+00,9.979730155495659017e-05
6.199544319525152059e-01,1.000267829746007919e+00,1.004749820552979363e-04
6.208999689837225722e-01,1.000333748757839203e+00,1.138310334923521496e-04
6.218570353308084941e-01,1.000112986192107201e+00,1.084224407249757469e-04
6.227627540681786034e-01,1.000224963823954205e+00,1.103212612374445214e-04
6.236698664911078938e-01,1.000212823190996803e+00,8.868811118387131577e-05
6.246487914914614636e-01,1.000211076302961910e+00,9.687277550206045327e-05
6.255959925737167859e-01,1.000194345751116431e+00,1.078209890400637231e-04
6.265351600935832321e-01,1.000288023551305194e+00,9.806693465032743549e-05
6.274709787729618737e-01,1.000289109445387403e+00,1.147149218445356561e-04
6.283934331910769888e-01,1.000175093450853980e+00,1.004695900537385658e-04
6.293239992241894676e-01,1.000291118398308754e+00,9.457751272870030309e-05
6.303202959429297092e-01,1.000290200565800536e+00,9.785913548179289809e-05
6.312786506838514722e-01,1.000252629480054223e+00,9.258185931090597411e-05
6.322025051716919641e-01,1.000263075674733715e+00,8.746567903319144108e-05
6.331680111385898924e-01,1.000160390839857305e+00,9.265958758355980580e-05
6.341037132231606144e-01,1.000353346610891370e+00,9.654124115426502379e-05
6.350086288116777444e-01,1.000125556222854151e+00,6.741066265873892332e-05
6.359619977753619979e-01,1.000152647495269775e+00,8.076178034932703477e-05
6.369273806712617558e-01,1.000415027141571045e+00,1.054113903701885238e-04
6.378326504035414235e-01,1.000434261560440019e+00,1.035241018880160839e-04
6.387666827352559418e-01,1.000189876183867455e+00,7.020925052817714737e-05
6.397197661431831550e-01,1.000128348027506275e+00,1.006499722057299477e-04
6.406703239260308491e-01,1.000126184955719921e+00,8.626133902431867536e-05
6.416192647031599972e-01,1.000374155659829345e+00,9.579918026139525641e-05
6.425272588229168358e-01,1.000330374158661995e+00,1.122926506933903250e-04
6.434650732080112734e-01,1.000179756771434336e+00,1.117202954311176334e-04
6.444528088660526066e-01,1.000305966023475879e+00,7.952267301760054124e-05
6.453804523310502361e-01,1.000116734669126206e+00,8.863217108290275567e-05
6.463140697650318067e-01,1.000298786908388138e+00,1.018429692597993391e-04
6.472649974570641174e-01,1.000218279900089380e+00,8.109998685219112831e-05
6.482090236661925964e-01,1.000149799931433936e+00,7.569850736277097000e-05
6.491494114235522028e-01,1.000242076814174652e+00,1.026525414154248549e-04
6.500733552496964496e-01,1.000206791585491528e+00,8.159394256281379950e-05
6.510330666241551656e-01,1.000262087211012840e+00,1.098286061076453622e-04
6.519729807804187649e-01,1.000238180160522461e+00,8.107112599661217469e-05
6.528741133156789056e-01,1.000577706843614578e+00,9.024472745375128823e-05
6.538262996873016597e-01,1.000113192832831288e+00,9.431677947862794782e-05
6.547790793493519779e-01,1.000163714090983147e+00,7.774661882531492207e-05
6.556966073635973613e-01,1.000121856889417016e+00,7.585211095102816858e-05
6.566327666006978037e-01,1.000254085569670659e+00,1.006894161857012425e-04
6.575706215779808517e-01,1.000203000381588936e+00,1.235314302969126238e-04
6.585205423702652494e-01,1.000144462375079923e+00,8.379108519084366223e-05
6.595086189307601821e-01,1.000047369914896400e+00,8.083549517096577566e-05
6.604658449809421850e-01,1.000010589137673378e+00,8.268977011844757651e-05
6.613538356168030541e-01,1.000242498414269710e+00,1.135382199657338154e-04
6.623268798126104029e-01,1.000217129502977587e+00,1.022371361541429770e-04
6.632968276041583122e-01,1.000202878316243549e+00,9.422748583003136052e-05
6.641814639173306833e-01,1.000297529082144532e+00,9.044637396402457690e-05
6.651457619826712797e-01,1.000218109172933190e+00,1.018719576777822513e-04
6.661322432518157477e-01,1.000211246311664581e+00,7.992864519863278588e-05
6.670055065873753408e-01,1.000303151352065045e+00,1.320923014060400953e-04
6.679166244879182202e-01,1.000117016561103522e+00,1.108723472612819773e-04
6.689100249531132469e-01,1.000156570225954056e+00,9.080920733151436075e-05
6.698319654611278873e-01,1.000249553111291601e+00,1.114673952643393883e-04
6.707685070009490325e-01,1.000332094728946686e+00,8.136591889690538890e-05
6.717181070099200735e-01,1.000389444828033492e+00,9.834483955804064785e-05
6.726610355705984201e-01,1.000202933947245354e+00,1.044899386637753103e-04
6.736337565148708961e-01,1.000368931076743406e+00,8.818076551999148535e-05
6.745885936200115562e-01,1.000231575965881303e+00,8.824359260588853003e-05
6.755056815837149342e-01,1.000332270607803720e+00,1.043831432796824232e-04
6.764407993162900867e-01,1.000198510385328809e+00,9.700085477848573103e-05
6.774191820767790917e-01,1.000298850238323212e+00,8.667556251181945178e-05
6.783296998910477438e-01,9.999295055866241899e-01,9.190007615820091843e-05
6.792333746555965224e-01,1.000273400917649269e+00,1.076208348641631563e-04
6.802145861915606107e-01,1.000444894487207526e+00,1.159349304441298020e-04
6.811543561438579975e-01,1.000202249735593796e+00,9.072181732396244417e-05
6.820697451023960411e-01,1.000144251187642386e+00,9.133216141250479403e-05
6.829930251937996744e-01,9.999933748534231004e-01,9.494858482667969132e-05
6.839458212809936821e-01,1.000098206780173582e+00,9.062658409383645818e-05
6.848792798216850608e-01,1.000293061137199402e+00,8.561695737024268139e-05
6.858276857471812260e-01,1.000178185376253914e+00,1.013373952646962403e-04
6.867971725600794386e-01,1.000251155911069834e+00,9.251493991512597080e-05
6.877438891238716323e-01,1.000401254623166869e+00,1.099515367284070987e-04
6.887157774662797660e-01,1.000135118620736341e+00,9.718504827754867838e-05
6.896654349761999203e-01,1.000352682669957582e+00,1.013883041895385201e-04
6.905510020828753426e-01,1.000322701409459114e+00,9.088537482972009981e-05
6.915063995127881391e-01,1.000102398973522710e+00,9.627827771339418053e-05
6.924714558733752190e-01,1.000256352126598358e+00,1.077855971173462084e-04
6.933876733971866546e-01,1.000149693091710423e+00,1.097036097454781784e-04
6.943124611506696908e-01,1.000267503892674270e+00,9.415646729824183410e-05
6.952916926928626173e-01,1.000211511597488778e+00,9.130637489665065264e-05
6.962132819055713018e-01,1.000262037400276416e+00,9.275966717278569728e-05
6.971209540469152088e-01,1.000090144574642181e+00,1.025445438429136818e-04
6.980836220312239826e-01,1.000409910455346107e+00,1.057946991640404215e-04
6.990207832549302225e-01,1.000070833798610836e+00,1.135758091446691911e-04
6.999378778540771284e-01,1.000218629837036133e+00,1.169716399937212152e-04
7.009348630921670154e-01,1.000258554111827403e+00,8.465219617337566872e-05
7.018850239869096619e-01,1.000103108088175485e+00,9.596480973219046970e-05
7.027951000091892109e-01,1.000097090378403664e+00,9.500773392149795013e-05
7.037576861364824854e-01,1.000105021521449089e+00,1.258704016472236853e-04
7.047005532774627268e-01,1.000177167356014252e+00,8.656333135459198976e-05
7.056234503006011405e-01,1.000240891144193345e+00,8.738050252787866459e-05
